   -5.30     1.88    -0.10    32.00
   -4.88     1.73     1.39    14.00
   -1.58     0.57    -0.09     8.00
   -1.52     0.54    -0.31    14.00
   -1.55     0.55     0.14    16.00
   -1.54     0.55    -0.26    17.00
   -1.53     0.55     0.20    24.00
   -1.56     0.56     0.32     8.00
   -1.56     0.56    -0.09    13.00
   -1.51     0.54     0.37    18.00
   -1.56     0.56    -0.03    16.00
   -1.50     0.53     0.43    23.00
   -1.53     0.55    -0.44    32.00
   -5.19     1.86     0.10     1.00
  -12.88     4.62    -3.16     7.00
   -5.13     1.84    -0.29     1.00
   -5.14     1.84    -1.06    40.00
   -5.27     1.89     0.49    34.00
   -5.24     1.88    -0.88    32.00
   -4.99     1.79     0.65    14.00
   -1.57     0.56    -0.20    33.00
   -5.13     1.84     0.86     1.00
  -13.13     4.71    -1.22     7.00
   -5.25     1.88    -0.29    40.00
   -5.15     1.85     1.26    33.00
   -5.32     1.91    -0.10    33.00
   -4.84     1.74     1.38    15.00
   -1.58     0.57    -0.09     9.00
   -1.54     0.56    -0.32    12.00
   -1.55     0.56     0.14    18.00
   -1.54     0.56    -0.26    17.00
   -1.56     0.56     0.20    23.00
   -1.56     0.56     0.32     8.00
   -1.56     0.56    -0.09    11.00
   -1.52     0.55     0.37    16.00
   -1.56     0.56    -0.03    17.00
   -1.52     0.55     0.43    22.00
   -1.53     0.55    -0.44    33.00
  -12.82     4.65    -3.15     7.00
   -5.17     1.88    -1.07    41.00
   -5.27     1.91     0.49    31.00
   -5.26     1.91    -0.89    33.00
   -4.98     1.81     0.65    15.00
   -1.58     0.57    -0.21    34.00
  -13.10     4.75    -1.22     7.00
   -5.27     1.91    -0.29    41.00
   -5.17     1.87     1.27    33.00
   -5.33     1.93    -0.10    33.00
   -4.84     1.76     1.38    15.00
   -1.59     0.58    -0.09     8.00
   -1.53     0.56    -0.32    14.00
   -1.57     0.57     0.15    15.00
   -1.54     0.56    -0.26    16.00
   -1.55     0.57     0.20    20.00
   -1.57     0.57     0.33     9.00
   -1.56     0.57    -0.09    13.00
   -1.52     0.55     0.37    16.00
   -1.57     0.57    -0.03    16.00
   -1.50     0.55     0.43    20.00
   -1.54     0.56    -0.44    32.00
  -12.76     4.68    -3.14     7.00
   -5.17     1.90    -1.07    40.00
   -5.29     1.94     0.49    31.00
   -5.27     1.93    -0.89    34.00
   -4.99     1.83     0.65    14.00
   -1.59     0.58    -0.21    33.00
  -13.03     4.78    -1.21     7.00
   -5.27     1.93    -0.29    41.00
   -5.19     1.90     1.28    30.00
   -5.34     1.96    -0.10    35.00
   -4.85     1.78     1.39    14.00
   -1.58     0.58    -0.09     8.00
   -1.54     0.57    -0.32    13.00
   -1.55     0.57     0.14    15.00
   -1.55     0.57    -0.26    15.00
   -1.55     0.57     0.20    19.00
   -1.54     0.57     0.32     8.00
   -1.58     0.58    -0.09    12.00
   -1.53     0.56     0.38    15.00
   -1.57     0.58    -0.03    16.00
   -1.52     0.56     0.43    16.00
   -1.54     0.57    -0.44    33.00
  -12.70     4.71    -3.13     7.00
   -5.19     1.92    -1.08    41.00
   -5.30     1.96     0.49    30.00
   -5.29     1.96    -0.89    35.00
   -4.96     1.84     0.65    15.00
   -1.58     0.58    -0.21    32.00
  -12.97     4.81    -1.21     7.00
   -5.29     1.96    -0.30    41.00
   -5.18     1.92     1.28    30.00
   -5.38     1.99    -0.10    36.00
   -4.83     1.79     1.38    15.00
   -1.59     0.59    -0.09     8.00
   -1.54     0.57    -0.32    13.00
   -1.57     0.59     0.15    14.00
   -1.54     0.57    -0.26    16.00
   -1.57     0.58     0.21    17.00
   -1.57     0.59     0.33     9.00
   -1.57     0.59    -0.09    12.00
   -1.54     0.57     0.38    14.00
   -1.57     0.59    -0.03    16.00
   -1.52     0.57     0.43    17.00
   -1.54     0.58    -0.44    33.00
  -12.65     4.74    -3.12     7.00
   -5.21     1.95    -1.08    40.00
   -5.31     1.99     0.50    29.00
   -5.30     1.99    -0.90    36.00
   -4.96     1.86     0.65    14.00
   -1.60     0.60    -0.21    33.00
  -12.92     4.84    -1.21     7.00
   -5.31     1.99    -0.30    42.00
   -5.20     1.95     1.28    29.00
   -5.37     2.01    -0.10    36.00
   -4.83     1.81     1.38    13.00
   -1.61     0.61    -0.09     9.00
   -1.55     0.58    -0.32    13.00
   -1.56     0.59     0.15    12.00
   -1.56     0.59    -0.26    13.00
   -1.56     0.59     0.20    17.00
   -1.57     0.59     0.33     8.00
   -1.58     0.60    -0.09    14.00
   -1.52     0.57     0.38    12.00
   -1.58     0.60    -0.03    15.00
   -1.51     0.57     0.43    17.00
   -1.56     0.59    -0.45    34.00
  -12.57     4.76    -3.10     7.00
   -5.21     1.97    -1.08    42.00
   -5.33     2.02     0.50    30.00
   -5.31     2.01    -0.90    35.00
   -4.95     1.88     0.65    13.00
   -1.60     0.61    -0.21    33.00
   -5.28     2.00     0.89     1.00
  -12.85     4.87    -1.20     7.00
   -5.31     2.01    -0.30    38.00
   -5.21     1.97     1.29    29.00
   -5.39     2.04    -0.10    34.00
   -4.80     1.82     1.38    15.00
   -1.58     0.60    -0.09     8.00
   -1.56     0.59    -0.32    13.00
   -1.57     0.60     0.15    12.00
   -1.55     0.59    -0.26    15.00
   -1.57     0.60     0.21    16.00
   -1.58     0.60     0.33     9.00
   -1.59     0.61    -0.09    13.00
   -1.54     0.59     0.38    12.00
   -1.57     0.60    -0.03    16.00
   -1.54     0.59     0.44    13.00
   -1.54     0.59    -0.44    33.00
  -12.52     4.79    -3.10     7.00
   -5.23     2.00    -1.09    38.00
   -5.32     2.04     0.50    29.00
   -5.34     2.04    -0.90    34.00
   -4.92     1.88     0.65    15.00
   -1.59     0.61    -0.21    33.00
  -12.80     4.90    -1.20     7.00
   -5.34     2.04    -0.30    39.00
   -5.22     2.00     1.29    30.00
   -5.41     2.07    -0.10    34.00
   -4.75     1.82     1.36    11.00
   -1.60     0.62    -0.09     8.00
   -1.54     0.59    -0.32    12.00
   -1.57     0.61     0.15    11.00
   -1.56     0.60    -0.26    17.00
   -1.57     0.60     0.21    15.00
   -1.59     0.61     0.33     9.00
   -1.58     0.61    -0.09    13.00
   -1.54     0.59     0.38    12.00
   -1.59     0.61    -0.03    16.00
   -1.53     0.59     0.44    15.00
   -1.56     0.60    -0.45    32.00
  -12.48     4.83    -3.09     7.00
   -5.24     2.02    -1.09    38.00
   -5.34     2.07     0.50    30.00
   -5.33     2.06    -0.90    34.00
   -4.88     1.89     0.64    17.00
   -1.61     0.62    -0.21    31.00
   -5.27     2.04     0.89     1.00
  -12.73     4.92    -1.19     7.00
   -5.33     2.06    -0.30    38.00
   -5.24     2.03     1.30    31.00
   -5.42     2.10    -0.10    34.00
   -4.72     1.83     1.36    12.00
   -1.61     0.62    -0.09     8.00
   -1.56     0.61    -0.33    13.00
   -1.56     0.61     0.15    12.00
   -1.58     0.61    -0.27    15.00
   -1.57     0.61     0.21    15.00
   -1.58     0.61     0.33     9.00
   -1.60     0.62    -0.09    12.00
   -1.54     0.60     0.38    12.00
   -1.58     0.62    -0.03    15.00
   -1.54     0.60     0.44    13.00
   -1.57     0.61    -0.45    32.00
   -5.33     2.08     0.10     1.00
  -12.42     4.85    -3.08     7.00
   -5.25     2.05    -1.09    40.00
   -5.36     2.09     0.50    31.00
   -5.35     2.09    -0.91    34.00
   -4.84     1.89     0.64    12.00
   -1.59     0.62    -0.21    31.00
  -12.67     4.95    -1.19     7.00
   -5.35     2.09    -0.30    41.00
   -5.23     2.04     1.30    30.00
   -5.43     2.12    -0.10    33.00
   -4.73     1.85     1.36    14.00
   -1.62     0.63    -0.09     8.00
   -1.57     0.61    -0.33    11.00
   -1.58     0.62     0.15    12.00
   -1.56     0.61    -0.27    17.00
   -1.58     0.62     0.21    12.00
   -1.59     0.62     0.33     9.00
   -1.59     0.62    -0.09    11.00
   -1.55     0.61     0.38    12.00
   -1.59     0.62    -0.03    15.00
   -1.54     0.60     0.44    12.00
   -1.56     0.62    -0.45    33.00
  -12.36     4.88    -3.07     7.00
   -5.27     2.08    -1.10    40.00
   -5.37     2.12     0.50    31.00
   -5.35     2.11    -0.91    33.00
   -4.86     1.92     0.64     9.00
   -1.61     0.64    -0.21    23.00
  -12.62     4.98    -1.19     7.00
   -5.36     2.11    -0.30    42.00
   -5.26     2.07     1.30    33.00
   -5.43     2.14    -0.10    33.00
   -4.78     1.89     1.38    10.00
   -1.62     0.64    -0.09     8.00
   -1.57     0.62    -0.33    11.00
   -1.58     0.63     0.15    12.00
   -1.57     0.62    -0.27    15.00
   -1.58     0.62     0.21    12.00
   -1.59     0.63     0.33     9.00
   -1.60     0.64    -0.09    11.00
   -1.54     0.61     0.38    12.00
   -1.60     0.63    -0.03    13.00
   -1.54     0.61     0.44    12.00
   -1.56     0.62    -0.45     6.00
  -12.30     4.90    -3.06     7.00
   -5.27     2.10    -1.10    39.00
   -5.40     2.15     0.51    30.00
   -5.36     2.14    -0.91    33.00
   -4.92     1.96     0.65    13.00
   -1.62     0.65    -0.21     3.00
  -12.56     5.00    -1.18     7.00
   -5.37     2.14    -0.30    41.00
   -5.27     2.10     1.31    30.00
   -5.46     2.18    -0.10    36.00
   -4.78     1.90     1.38    16.00
   -1.61     0.65    -0.09     8.00
   -1.58     0.63    -0.33    12.00
   -1.58     0.63     0.15    13.00
   -1.57     0.63    -0.27    16.00
   -1.59     0.64     0.21    11.00
   -1.59     0.64     0.33     8.00
   -1.60     0.64    -0.09    12.00
   -1.56     0.62     0.39    12.00
   -1.60     0.64    -0.03    15.00
   -1.56     0.62     0.45    11.00
   -1.63     0.66    -0.47     1.00
  -12.25     4.93    -3.05     7.00
   -5.29     2.13    -1.11    42.00
   -5.39     2.17     0.51    30.00
   -5.38     2.17    -0.92    34.00
   -4.91     1.98     0.65    16.00
  -12.51     5.04    -1.18     7.00
   -5.40     2.17    -0.30    42.00
   -5.29     2.13     1.32    30.00
   -5.47     2.20    -0.10    36.00
   -4.78     1.92     1.38    16.00
   -1.62     0.66    -0.09     8.00
   -1.57     0.63    -0.33    11.00
   -1.60     0.65     0.15    12.00
   -1.57     0.64    -0.27    16.00
   -1.59     0.64     0.21    12.00
   -1.60     0.65     0.34     9.00
   -1.60     0.65    -0.09    11.00
   -1.56     0.63     0.39    12.00
   -1.60     0.65    -0.03    15.00
   -1.53     0.62     0.44    15.00
  -12.21     4.96    -3.04     7.00
   -5.30     2.16    -1.11    42.00
   -5.42     2.21     0.51    29.00
   -5.39     2.19    -0.92    35.00
   -4.91     2.00     0.65    13.00
  -12.45     5.06    -1.18     7.00
   -5.40     2.20    -0.31    43.00
   -5.31     2.16     1.32    30.00
   -5.48     2.23    -0.10    35.00
   -4.77     1.94     1.38    16.00
   -1.62     0.66    -0.09     8.00
   -1.58     0.65    -0.33    11.00
   -1.59     0.65     0.15    11.00
   -1.59     0.65    -0.27    15.00
   -1.58     0.65     0.21    31.00
   -1.59     0.65     0.33     9.00
   -1.61     0.66    -0.09    10.00
   -1.56     0.64     0.39    11.00
   -1.61     0.66    -0.03    15.00
   -1.56     0.64     0.45    30.00
  -12.12     4.98    -3.03     7.00
   -5.32     2.18    -1.12    42.00
   -5.43     2.23     0.51    29.00
   -5.43     2.23    -0.93    36.00
   -4.88     2.01     0.65    16.00
  -12.38     5.09    -1.17     7.00
   -5.42     2.23    -0.31    42.00
   -5.31     2.18     1.33    28.00
   -5.50     2.26    -0.10    36.00
   -4.76     1.96     1.38    16.00
   -1.62     0.67    -0.09     8.00
   -1.58     0.65    -0.33    11.00
   -1.60     0.66     0.15    11.00
   -1.58     0.65    -0.27    15.00
   -1.60     0.66     0.21    17.00
   -1.60     0.66     0.34     9.00
   -1.61     0.67    -0.09    13.00
   -1.58     0.65     0.39    11.00
   -1.61     0.66    -0.03    15.00
   -1.55     0.64     0.45    15.00
  -12.09     5.01    -3.02     7.00
   -5.34     2.22    -1.12    40.00
   -5.44     2.26     0.51    29.00
   -5.43     2.25    -0.93    37.00
   -4.90     2.03     0.65    14.00
  -12.34     5.12    -1.17     7.00
   -5.43     2.25    -0.31    41.00
   -5.33     2.21     1.33    30.00
   -5.51     2.28    -0.10    36.00
   -4.77     1.98     1.38    14.00
   -1.64     0.68    -0.09     9.00
   -1.58     0.66    -0.33    11.00
   -1.60     0.67     0.15    11.00
   -1.60     0.67    -0.27    13.00
   -1.58     0.66     0.21    15.00
   -1.60     0.67     0.34     8.00
   -1.63     0.68    -0.09    11.00
   -1.56     0.65     0.39    11.00
   -1.62     0.68    -0.03    15.00
   -1.55     0.65     0.45    15.00
  -12.03     5.04    -3.01     7.00
   -5.34     2.24    -1.13    38.00
   -5.45     2.28     0.52    30.00
   -5.45     2.28    -0.94    37.00
   -4.88     2.04     0.65    15.00
  -12.28     5.15    -1.17     7.00
   -5.45     2.28    -0.31    38.00
   -5.33     2.23     1.34    29.00
   -5.53     2.32    -0.10    36.00
   -4.73     1.98     1.37    15.00
   -1.63     0.69    -0.09     8.00
   -1.60     0.67    -0.34    10.00
   -1.60     0.68     0.15    11.00
   -1.60     0.67    -0.27    15.00
   -1.61     0.68     0.21    17.00
   -1.61     0.68     0.34     9.00
   -1.62     0.68    -0.09    10.00
   -1.58     0.66     0.40    13.00
   -1.61     0.68    -0.03    15.00
   -1.57     0.66     0.46    16.00
  -11.98     5.07    -3.00     7.00
   -5.36     2.27    -1.13    37.00
   -5.45     2.30     0.52    30.00
   -5.47     2.31    -0.94    30.00
   -4.87     2.06     0.65    16.00
  -12.24     5.18    -1.16     7.00
   -5.46     2.31    -0.31    38.00
   -5.34     2.26     1.34    29.00
   -5.53     2.34    -0.10    31.00
   -4.74     2.01     1.38    16.00
   -1.63     0.69    -0.09     8.00
   -1.59     0.68    -0.34    10.00
   -1.62     0.69     0.15    13.00
   -1.59     0.68    -0.27    15.00
   -1.60     0.68     0.21    16.00
   -1.62     0.69     0.34     8.00
   -1.63     0.69    -0.09    10.00
   -1.59     0.67     0.40    13.00
   -1.63     0.69    -0.03    16.00
   -1.55     0.66     0.45    16.00
  -11.94     5.10    -3.00     7.00
   -5.36     2.29    -1.13    38.00
   -5.47     2.34     0.52    29.00
   -5.47     2.34    -0.94    29.00
   -4.87     2.08     0.65    16.00
  -12.18     5.20    -1.16     7.00
   -5.46     2.33    -0.31    39.00
   -5.37     2.29     1.35    31.00
   -5.54     2.37    -0.11    29.00
   -4.74     2.03     1.38    14.00
   -1.64     0.71    -0.09     8.00
   -1.61     0.69    -0.34    10.00
   -1.61     0.69     0.15    13.00
   -1.61     0.69    -0.28    16.00
   -1.61     0.69     0.21    16.00
   -1.61     0.69     0.34     8.00
   -1.64     0.70    -0.09    10.00
   -1.58     0.68     0.40    12.00
   -1.63     0.70    -0.03    15.00
   -1.57     0.68     0.46    16.00
   -5.28     2.28    -1.54     1.00
  -11.88     5.12    -2.99     7.00
   -5.37     2.32    -1.14    38.00
   -5.48     2.37     0.52    30.00
   -5.49     2.37    -0.95    31.00
   -4.85     2.09     0.65    16.00
   -5.39     2.32    -0.72     2.00
  -12.11     5.23    -1.15     7.00
   -5.48     2.36    -0.31    41.00
   -5.37     2.32     1.35    25.00
   -5.56     2.40    -0.11    30.00
   -4.72     2.04     1.38    16.00
   -1.65     0.71    -0.09     8.00
   -1.61     0.70    -0.34    10.00
   -1.62     0.70     0.15    12.00
   -1.60     0.69    -0.28    15.00
   -1.62     0.70     0.22    16.00
   -1.62     0.70     0.34     8.00
   -1.63     0.71    -0.09    10.00
   -1.60     0.69     0.40    11.00
   -1.63     0.71    -0.03    13.00
   -1.57     0.68     0.46    16.00
   -5.23     2.28    -1.53     5.00
  -11.82     5.15    -2.98     7.00
   -5.39     2.35    -1.14    40.00
   -5.49     2.39     0.52    25.00
   -5.49     2.39    -0.95    31.00
   -4.85     2.11     0.65    16.00
   -5.38     2.34    -0.72     5.00
  -12.07     5.25    -1.15     7.00
   -5.49     2.39    -0.31    46.00
   -5.40     2.35     1.36    33.00
   -5.57     2.43    -0.11    31.00
   -4.73     2.06     1.38    14.00
   -1.66     0.73    -0.09     8.00
   -1.61     0.70    -0.34    11.00
   -1.62     0.71     0.16    12.00
   -1.62     0.71    -0.28    13.00
   -1.61     0.70     0.22    16.00
   -1.62     0.71     0.34     8.00
   -1.65     0.72    -0.09    10.00
   -1.59     0.70     0.40    13.00
   -1.65     0.72    -0.03    13.00
   -1.58     0.69     0.46    15.00
   -5.24     2.31    -1.53     2.00
  -11.76     5.17    -2.96     7.00
   -5.39     2.37    -1.14    39.00
   -5.52     2.43     0.53    36.00
   -5.51     2.42    -0.95    37.00
   -4.84     2.13     0.65    16.00
   -5.47     2.40    -0.73     1.00
  -12.00     5.28    -1.15     7.00
   -5.33     2.34     1.13     1.00
   -5.50     2.42    -0.31    44.00
   -5.39     2.37     1.36    19.00
   -5.59     2.46    -0.11    32.00
   -4.70     2.07     1.38    16.00
   -1.65     0.73    -0.09     8.00
   -1.62     0.72    -0.34    10.00
   -1.63     0.72     0.16    12.00
   -1.62     0.71    -0.28    13.00
   -1.63     0.72     0.22    16.00
   -1.63     0.72     0.35     9.00
   -1.65     0.73    -0.09    10.00
   -1.60     0.71     0.40    12.00
   -1.64     0.72    -0.03    13.00
   -1.60     0.71     0.47    14.00
  -11.71     5.20    -2.96     7.00
   -5.39     2.39    -0.31     6.00
   -5.42     2.40    -1.15    44.00
   -5.50     2.44     0.53     6.00
   -5.52     2.45    -0.96    34.00
   -4.84     2.15     0.65    16.00
  -11.95     5.30    -1.14     7.00
   -5.30     2.35     1.13     3.00
   -5.53     2.45    -0.32    45.00
   -5.37     2.38     1.36     6.00
   -5.60     2.48    -0.11    34.00
   -4.71     2.09     1.38    16.00
   -1.66     0.74    -0.10     9.00
   -1.61     0.72    -0.34    10.00
   -1.65     0.74     0.16    12.00
   -1.62     0.72    -0.28    12.00
   -1.63     0.73     0.22    15.00
   -1.65     0.73     0.35     9.00
   -1.65     0.74    -0.09    10.00
   -1.61     0.72     0.41    12.00
   -1.65     0.73    -0.03    11.00
   -1.58     0.70     0.46    15.00
   -5.19     2.33    -1.52     1.00
  -11.66     5.22    -2.95     7.00
   -5.40     2.42    -0.31     1.00
   -5.43     2.43    -1.16    43.00
   -5.51     2.47     0.53     5.00
   -5.52     2.47    -0.96    30.00
   -4.83     2.16     0.65    17.00
  -11.89     5.33    -1.14    10.00
   -5.53     2.48    -0.32    43.00
   -5.40     2.42     1.37     5.00
   -5.60     2.51    -0.11    24.00
   -4.69     2.10     1.38    16.00
   -1.67     0.75    -0.10     9.00
   -1.62     0.73    -0.35    10.00
   -1.63     0.73     0.16    12.00
   -1.64     0.74    -0.28    12.00
   -1.63     0.73     0.22    14.00
   -1.63     0.73     0.35     9.00
   -1.66     0.75    -0.10    10.00
   -1.61     0.72     0.41    12.00
   -1.65     0.74    -0.03    12.00
   -1.60     0.72     0.47    13.00
   -5.14     2.33    -1.51    26.00
   -5.46     2.47     0.10     1.00
  -11.61     5.25    -2.94     7.00
   -5.44     2.46    -1.16    43.00
   -5.52     2.50     0.53     5.00
   -5.52     2.50    -0.96    15.00
   -4.81     2.17     0.65    16.00
   -5.41     2.45     0.94     1.00
   -5.45     2.46    -0.52     1.00
   -5.55     2.51    -0.32    42.00
   -5.41     2.45     1.37     5.00
   -5.59     2.53    -0.11    15.00
   -4.69     2.12     1.38    17.00
   -1.66     0.76    -0.10    10.00
   -1.63     0.74    -0.35    10.00
   -1.65     0.75     0.16    12.00
   -1.63     0.74    -0.28    11.00
   -1.65     0.75     0.22    13.00
   -1.65     0.75     0.35     9.00
   -1.65     0.75    -0.09    10.00
   -1.62     0.73     0.41    11.00
   -1.65     0.75    -0.03    12.00
   -1.60     0.73     0.47    13.00
   -5.27     2.40    -1.55     1.00
   -5.47     2.49     0.10     2.00
   -5.32     2.42    -1.35     2.00
   -5.52     2.52    -0.32     1.00
   -5.46     2.49    -1.17    38.00
   -5.54     2.53     0.53     5.00
   -5.51     2.51    -0.96    15.00
   -4.81     2.19     0.65    18.00
   -5.48     2.50    -0.74     2.00
   -5.38     2.45     0.94     2.00
   -5.43     2.48    -0.52    11.00
   -5.37     2.45     1.15     4.00
   -5.56     2.54    -0.32    38.00
   -5.43     2.47     1.38     5.00
   -5.57     2.54    -0.11    14.00
   -4.69     2.14     1.38    14.00
   -1.68     0.77    -0.10     9.00
   -1.63     0.75    -0.35    10.00
   -1.65     0.76     0.16    11.00
   -1.64     0.75    -0.29    12.00
   -1.64     0.75     0.22    14.00
   -1.65     0.76     0.35    10.00
   -1.67     0.76    -0.10     9.00
   -1.61     0.74     0.41    12.00
   -1.67     0.77    -0.03    12.00
   -1.60     0.73     0.47    13.00
   -5.33     2.46    -1.57     3.00
   -5.29     2.44    -1.35    15.00
   -5.47     2.52    -0.32     1.00
   -5.46     2.51    -1.17    37.00
   -5.55     2.55     0.53     5.00
   -5.49     2.53    -0.96    14.00
   -4.80     2.21     0.65    17.00
   -5.47     2.52    -0.74     5.00
   -5.41     2.49    -0.52    11.00
   -5.57     2.57    -0.32    42.00
   -5.44     2.51     1.38     5.00
   -5.57     2.57    -0.11    15.00
   -4.68     2.15     1.38    17.00
   -1.68     0.78    -0.43     1.00
   -1.67     0.77    -0.10     9.00
   -1.64     0.76    -0.35    10.00
   -1.65     0.76     0.16    12.00
   -1.65     0.76    -0.29    11.00
   -1.65     0.76     0.22    13.00
   -1.72     0.79    -0.17     1.00
   -1.66     0.77     0.35     9.00
   -1.67     0.77    -0.10     9.00
   -1.63     0.75     0.41    12.00
   -1.66     0.77    -0.03    12.00
   -1.61     0.75     0.48    14.00
   -5.31     2.47    -1.57     3.00
   -5.55     2.58     0.11     1.00
   -5.28     2.46    -1.35     4.00
   -5.49     2.55    -1.18    42.00
   -5.59     2.60     0.54    11.00
   -5.50     2.55    -0.96    15.00
   -4.80     2.23     0.65    17.00
   -5.49     2.55    -0.74     1.00
   -5.42     2.52     0.95     2.00
  -11.70     5.43    -1.13     7.00
   -5.60     2.60    -0.32    42.00
   -5.49     2.55     1.40    25.00
   -5.54     2.57    -0.11    14.00
   -4.68     2.17     1.38    16.00
   -1.68     0.79    -0.43     1.00
   -1.69     0.79    -0.10    10.00
   -1.63     0.76    -0.35     9.00
   -1.67     0.78     0.16    11.00
   -1.65     0.77    -0.29    10.00
   -1.65     0.77     0.22    12.00
   -1.72     0.80    -0.17     1.00
   -1.67     0.78     0.36    10.00
   -1.67     0.78    -0.10     9.00
   -1.62     0.76     0.41    11.00
   -1.67     0.78    -0.03    10.00
   -1.61     0.75     0.48    12.00
   -5.44     2.55    -1.61     1.00
   -5.46     2.56     0.11     4.00
  -11.41     5.35    -2.91     7.00
   -5.50     2.58    -1.18    42.00
   -5.62     2.63     0.54    25.00
   -5.49     2.58    -0.96    16.00
   -4.80     2.25     0.65    16.00
   -5.40     2.53     0.94     4.00
  -11.65     5.46    -1.13     7.00
   -5.60     2.62    -0.32    43.00
   -5.51     2.58     1.41    25.00
   -5.54     2.60    -0.11    15.00
   -4.66     2.19     1.38    17.00
   -1.68     0.79    -0.43     1.00
   -1.69     0.80    -0.10    10.00
   -1.65     0.78    -0.36    11.00
   -1.66     0.78     0.16    11.00
   -1.65     0.78    -0.29    10.00
   -1.65     0.78     0.22    12.00
   -1.72     0.81    -0.17     1.00
   -1.66     0.78     0.36     9.00
   -1.68     0.79    -0.10    10.00
   -1.63     0.77     0.42    11.00
   -1.67     0.79    -0.03    10.00
   -1.62     0.76     0.48    13.00
   -5.28     2.50    -1.57     1.00
   -5.47     2.59     0.11     2.00
  -11.34     5.36    -2.90     7.00
   -5.51     2.61    -1.19    42.00
   -5.64     2.67     0.55    24.00
   -5.47     2.59    -0.96    15.00
   -4.77     2.26     0.65    17.00
   -5.37     2.54    -0.73    17.00
   -5.46     2.58     0.96     1.00
  -11.58     5.48    -1.12     7.00
   -5.63     2.67    -0.33    43.00
   -5.51     2.61     1.41    24.00
   -5.55     2.62    -0.11    14.00
   -4.65     2.20     1.38    18.00
   -1.70     0.81    -0.43     1.00
   -1.70     0.81    -0.10     9.00
   -1.65     0.78    -0.35    10.00
   -1.67     0.80     0.16    10.00
